prefecture	municipality	designation	kind	name	source_url
茨城県	結城市	市指定	無形民俗文化財	結城ぎおんばやし(古新田・黒田)	https://www.city.yuki.lg.jp/kosodate-kyouiku/shougaigakushuu/bunkazai/bunkazai/page003249.html
茨城県	結城市	市指定	無形民俗文化財	結城ぎおんばやし(大木)	https://www.city.yuki.lg.jp/kosodate-kyouiku/shougaigakushuu/bunkazai/bunkazai/page003249.html
茨城県	結城市	市指定	無形民俗文化財	結城ぎおんばやし(小森)	https://www.city.yuki.lg.jp/kosodate-kyouiku/shougaigakushuu/bunkazai/bunkazai/page003249.html
茨城県	結城市	市指定	無形民俗文化財	結城ぎおんばやし(本田・寺内)	https://www.city.yuki.lg.jp/kosodate-kyouiku/shougaigakushuu/bunkazai/bunkazai/page003249.html
茨城県	結城市	市指定	無形民俗文化財	結城ぎおんばやし(田間)	https://www.city.yuki.lg.jp/kosodate-kyouiku/shougaigakushuu/bunkazai/bunkazai/page003249.html
茨城県	石岡市	市指定	無形民俗文化財	舘獅子	https://www.ishioka-kankou.com/events/kakioka-yasaka-shrine/
茨城県	ひたちなか市	市指定	無形民俗文化財	船甚句（ふなじんく）	https://www.city.hitachinaka.lg.jp/shiminkatsudo/bunka/1002389/1008219/1002444.html
茨城県	北茨城市	市指定	無形民俗文化財	花園のささら	https://www.kitaibarakishi-kankokyokai.gr.jp/sp/page/page000963.html
茨城県	石岡市	市指定	無形民俗文化財	荒宿のささら	https://www.ishioka-kankou.com/events/kakioka-yasaka-shrine/
茨城県	龍ケ崎市	市指定	無形民俗	貝原塚おこど囃子	https://www.city.ryugasaki.ibaraki.jp/kanko/bunka/2013081500879.html
茨城県	筑西市	市指定	無形民俗	辻集落火渉	https://www.city.chikusei.lg.jp/kyouiku-bunka-sports/bunkazai/page000407.html
茨城県	ひたちなか市	市指定	無形民俗文化財	那珂湊伝承芸能保存会	https://www.city.hitachinaka.lg.jp/shiminkatsudo/bunka/1002389/1002403.html
茨城県	ひたちなか市	市指定	無形民俗文化財	那珂湊屋台の囃子保存会	https://www.city.hitachinaka.lg.jp/shiminkatsudo/bunka/1002389/1002403.html
茨城県	常総市	市指定	無形民俗文化財	長ノ入の獅子舞（馬鹿囃子）	https://www.city.joso.lg.jp/kurashi_gyousei/kurashi/gakkou_kyouiku/isan/list.html
茨城県	那珂市	市指定	無形民俗文化財	門部ひょっとこ踊り	https://www.city.naka.lg.jp/edu-board/bunkazai/dentou-geinou/
茨城県	筑西市	市指定	無形民俗	雷神社の湯立祭	https://www.city.chikusei.lg.jp/kyouiku-bunka-sports/bunkazai/page000407.html
茨城県	ひたちなか市	市指定	無形民俗文化財	飯田隆司	https://www.city.hitachinaka.lg.jp/shiminkatsudo/bunka/1002389/1008219/1002444.html
茨城県	行方市	市指定	無形民俗文化財	麻生祇園馬出し祭	https://www.city.namegata.ibaraki.jp/kyouiku/syouiku-syougai/kyouikku-bunka-shinkou/kyouiku-bukazai/kyouiku-shi-bunkazai/
茨城県	龍ケ崎市	市指定	無形民俗	龍ケ崎の撞舞	https://www.city.ryugasaki.ibaraki.jp/kanko/bunka/2013081500879.html
茨城県	茨城町	町指定	無形民俗文化財	広浦あんばさま	https://www.town.ibaraki.lg.jp/city-promotion/ibarakimatikurasi/about/000661.html
茨城県	結城市	県指定	無形民俗文化財	上山川諏訪神社太々神楽	https://www.city.yuki.lg.jp/kosodate-kyouiku/shougaigakushuu/bunkazai/bunkazai/page003249.html
茨城県	小美玉市	県指定	無形民俗	下馬場ばやし	https://www.city.omitama.lg.jp/0966/info-0000012089-0.html
茨城県	(県全域)	県指定	無形民俗文化財	利根地固め唄	https://kyoiku.pref.ibaraki.jp/art-and-culture/ibaraki-bunkazai/kyoudo-minzoku/
茨城県	小美玉市	県指定	無形民俗	堅倉ばやし	https://www.city.omitama.lg.jp/0966/info-0000012089-0.html
茨城県	(県全域)	県指定	無形民俗文化財	塚崎の獅子舞	https://kyoiku.pref.ibaraki.jp/art-and-culture/ibaraki-bunkazai/kyoudo-minzoku/
茨城県	(県全域)	県指定	無形民俗文化財	大塚戸の綱火	https://kyoiku.pref.ibaraki.jp/art-and-culture/ibaraki-bunkazai/kyoudo-minzoku/
茨城県	石岡市	県指定	無形民俗	富田のささら	https://www.city.ishioka.lg.jp/kosodate_kyoiku_sports/rekishi_bunka/kenshiteibunkazai/page000894.html
茨城県	(県全域)	県指定	無形民俗文化財	小栗内外大神宮太々神楽	https://kyoiku.pref.ibaraki.jp/art-and-culture/ibaraki-bunkazai/kyoudo-minzoku/
茨城県	筑西市	県指定	無形民俗	小栗内外大神宮太々神楽	https://www.city.chikusei.lg.jp/kyouiku-bunka-sports/bunkazai/page000297.html
茨城県	龍ケ崎市	県指定	無形民俗文化財	撞舞	https://www.city.ryugasaki.ibaraki.jp/kanko/kankokyokai/information/event/annbasada.html
茨城県	(県全域)	県指定	無形民俗文化財	日立のささら	https://kyoiku.pref.ibaraki.jp/art-and-culture/ibaraki-bunkazai/kyoudo-minzoku/
茨城県	石岡市	県指定	無形民俗	柿岡からくり人形	https://www.city.ishioka.lg.jp/kosodate_kyoiku_sports/rekishi_bunka/kenshiteibunkazai/page000894.html
茨城県	石岡市	県指定	無形民俗文化財	柿岡からくり人形	https://www.ishioka-kankou.com/events/kakioka-yasaka-shrine/
茨城県	(県全域)	県指定	無形民俗文化財	浅川のささら	https://kyoiku.pref.ibaraki.jp/art-and-culture/ibaraki-bunkazai/kyoudo-minzoku/
茨城県	石岡市	県指定	無形民俗	片野排禍ばやし	https://www.city.ishioka.lg.jp/kosodate_kyoiku_sports/rekishi_bunka/kenshiteibunkazai/page000894.html
茨城県	坂東市	県指定	無形民俗文化財	猿島ばやし	https://bandokanko.jp/?page_id=158
茨城県	石岡市	県指定	無形民俗	真家みたまおどり	https://www.city.ishioka.lg.jp/kosodate_kyoiku_sports/rekishi_bunka/kenshiteibunkazai/page000894.html
茨城県	石岡市	県指定	無形民俗	石岡ばやし	https://www.city.ishioka.lg.jp/kosodate_kyoiku_sports/rekishi_bunka/kenshiteibunkazai/page000894.html
茨城県	坂東市	県指定	無形民俗文化財	神田ばやし	https://bandokanko.jp/?p=5812
茨城県	小美玉市	県指定	無形民俗	立延の盆綱	https://www.city.omitama.lg.jp/0966/info-0000012089-0.html
茨城県	小美玉市	県指定	無形民俗	立延の青屋祭	https://www.city.omitama.lg.jp/0966/info-0000012089-0.html
茨城県	小美玉市	県指定	無形民俗	素鵞神社祇園祭	https://www.city.omitama.lg.jp/0966/info-0000012089-0.html
茨城県	小美玉市	県指定	無形民俗	羽鳥囃子	https://www.city.omitama.lg.jp/0966/info-0000012089-0.html
